,SYMPTOM INPUTS,QUESTIONS ASKED,OPTIONS GIVEN
1519,Armpit swelling ,Armpit swelling : is this swelling painful? , in last month
1520,Armpit swelling ,Armpit swelling : is this swelling painful? , 1-3 months ago
1521,Armpit swelling ,Armpit swelling : is this swelling painful? , over 3 months ago 
1522,Armpit swelling ,Armpit swelling : is one armpit swollen or are both? , yes
1523,Armpit swelling ,Armpit swelling : is one armpit swollen or are both? , no 
1524,Armpit swelling ,"Armpit swelling : is it getting better, worse or staying the same ", one armpit
1525,Armpit swelling ,"Armpit swelling : is it getting better, worse or staying the same ", both armpits
1526,Armpit swelling ,"Armpit swelling : is it getting better, worse or staying the same ", i am not sure  
1527,Armpit swelling ,Armpit swelling : was your symptom triggered by a recent surgery? , improving
1528,Armpit swelling ,Armpit swelling : was your symptom triggered by a recent surgery? , worsening
1529,Armpit swelling ,Armpit swelling : was your symptom triggered by a recent surgery? , the same
1530,Armpit swelling ,Armpit swelling : was your symptom triggered by a recent surgery? , i am not sure  
1531,Armpit swelling ,Armpit swelling : do you have pain in your breast? , yes
1532,Armpit swelling ,Armpit swelling : do you have pain in your breast? , no 
1533,Armpit swelling ,"Armpit swelling : touching your neck, armpit, and groin can feel any soft, round, pea-sized nodes or lumps?", yes
1534,Armpit swelling ,"Armpit swelling : touching your neck, armpit, and groin can feel any soft, round, pea-sized nodes or lumps?", no 
1535,Armpit swelling ,Armpit swelling : are you breastfeeding? , yes
1536,Armpit swelling ,Armpit swelling : are you breastfeeding? , no 
1537,Armpit swelling ,"Armpit swelling : does any part of your neck look swollen, puffy or enlarged? ", yes
1538,Armpit swelling ,"Armpit swelling : does any part of your neck look swollen, puffy or enlarged? ", no 
1539,Armpit swelling ,Armpit swelling : is your breast red?  , yes
1540,Armpit swelling ,Armpit swelling : is your breast red?  , no  
1541,Armpit swelling ,Armpit swelling : which breast is red? , yes
1542,Armpit swelling ,Armpit swelling : which breast is red? , no 
1543,Armpit swelling ,Armpit swelling : did you recently give birth?      , one breast
1544,Armpit swelling ,Armpit swelling : did you recently give birth?      , both breasts
1545,Armpit swelling ,Armpit swelling : did you recently give birth?      , i am not sure  
1546,Armpit swelling ,Armpit swelling : how severe would you say it is?, yes
1547,Armpit swelling ,Armpit swelling : how severe would you say it is?, no 
1548,Armpit swelling ,Armpit swelling : do you have fever? , mild
1549,Armpit swelling ,Armpit swelling : do you have fever? , severe
1550,Armpit swelling ,Armpit swelling : do you have fever? , i am not sure  
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
1582,Armpit swelling ,"Armpit swelling : is it getting better, worse, or staying the same? ", one armpit
1583,Armpit swelling ,"Armpit swelling : is it getting better, worse, or staying the same? ", both armpits
1584,Armpit swelling ,"Armpit swelling : is it getting better, worse, or staying the same? ", i am not sure
1593,Armpit swelling ,"Armpit swelling : touching your neck, armpit, and groin can feel any soft, round, pea-sized nodes or lumps? ", yes
1594,Armpit swelling ,"Armpit swelling : touching your neck, armpit, and groin can feel any soft, round, pea-sized nodes or lumps? ", no 
1595,Armpit swelling ,"Armpit swelling : does any part of your neck looks swollen, puffy or enlarged? ", yes
1596,Armpit swelling ,"Armpit swelling : does any part of your neck looks swollen, puffy or enlarged? ", no 
,,,
,,,
,,,
,,,
1629,Attention deficit,"Attention deficit: are you feeling anxious, worried, or fearful in a way that impacts your daily activities? ", yes
1630,Attention deficit,"Attention deficit: are you feeling anxious, worried, or fearful in a way that impacts your daily activities? ", no 
1643,Attention deficit,"Attention deficit:  is it getting better, worse, or staying the same? ", somewhat anxious
1644,Attention deficit,"Attention deficit:  is it getting better, worse, or staying the same? ", very anxious
1645,Attention deficit,"Attention deficit:  is it getting better, worse, or staying the same? ", i can't sleep at night
1646,Attention deficit,"Attention deficit:  is it getting better, worse, or staying the same? ", i am not sure  
,,,
,,,
,,,
,,,
1733,Attention deficit,Attention deficit:,"							"
1734,Back pain,Back pain: When did it start?,Back pain
1735,Back pain,Back pain: Does your back pain radiate to any of these areas?, Today
1736,Back pain,Back pain: Does your back pain radiate to any of these areas?, In the last week
1737,Back pain,Back pain: Does your back pain radiate to any of these areas?, In the last month
1738,Back pain,Back pain: Does your back pain radiate to any of these areas?, 1-3 months ago
1739,Back pain,Back pain: Does your back pain radiate to any of these areas?, Over 3 months ago
1740,Back pain,Back pain: Does your back pain radiate to any of these areas?, Years ago
1741,Back pain,Back pain: Did any of these trigger your back pain?, Head
1742,Back pain,Back pain: Did any of these trigger your back pain?, Hand or fingers
1743,Back pain,Back pain: Did any of these trigger your back pain?, Arm
1744,Back pain,Back pain: Did any of these trigger your back pain?, Chest
1745,Back pain,Back pain: Did any of these trigger your back pain?, None of the above
1746,Back pain,Back pain: Do any of these actions make your back pain worse?, Exposure to cold
1747,Back pain,Back pain: Do any of these actions make your back pain worse?, Pregnancy
1748,Back pain,Back pain: Do any of these actions make your back pain worse?, Recent injury
1749,Back pain,Back pain: Do any of these actions make your back pain worse?, None of the above
1750,Back pain,Back pain: Is your pain primarily on one side?, Changing positions
1751,Back pain,Back pain: Is your pain primarily on one side?, Cough
1752,Back pain,Back pain: Is your pain primarily on one side?, Deep breathing
1753,Back pain,Back pain: Is your pain primarily on one side?, Leaning forward
1754,Back pain,Back pain: Is your pain primarily on one side?, None of the above
1755,Back pain,Back pain: How uncomfortable does it make you feel?, Yes it is
1756,Back pain,Back pain: How uncomfortable does it make you feel?, No both sides hurt
1757,Back pain,Back pain: How uncomfortable does it make you feel?, I'm not sure
1758,Back pain,Back pain: Do any of these ease your pain?, Somewhat uncomfortable
1759,Back pain,Back pain: Do any of these ease your pain?, Very uncomfortable
1760,Back pain,Back pain: Do any of these ease your pain?, It wakes me at night
1761,Back pain,Back pain: Do any of these ease your pain?, I'm not sure
1762,Back pain,Back pain: Did your back pain start gradually?, Applying heat
1763,Back pain,Back pain: Did your back pain start gradually?, Resting
1764,Back pain,Back pain: Did your back pain start gradually?, Sitting down
1765,Back pain,Back pain: Did your back pain start gradually?, Stretching
1766,Back pain,Back pain: Did your back pain start gradually?, None of the above
1767,Back pain,Back pain: Does any of these describe your pain?, Yes it did
1768,Back pain,Back pain: Does any of these describe your pain?, No started suddenly
1769,Back pain,Back pain: Does any of these describe your pain?, I'm not sure
1770,Back pain,Back pain: Have you recently engaged in unprotected sexual intercourse?, Burning
1771,Back pain,Back pain: Have you recently engaged in unprotected sexual intercourse?, Stabbing
1772,Back pain,Back pain: Have you recently engaged in unprotected sexual intercourse?, Vague
1773,Back pain,Back pain: Have you recently engaged in unprotected sexual intercourse?, None of the above
1774,Back pain,"Back pain: Do you have pain, pressure or discomfort in your chest?", Yes/No
1775,Back pain,Back pain: Do you have pain or discomfort in your abdomen?, Yes/No
1776,Back pain,Back pain: Do you have a burning sensation or pain during or after peeing?, Yes/No
1777,Back pain,Back pain: Do you have chills?, Yes/No 
1778,Back pain,Back pain: Do you have a fever?, Yes/No
1779,Back pain,Back pain: Do you have limited range of motion or pain when moving your neck?, Yes/No
1780,Back pain,Back pain: Do you have blood in your urine? , Yes/No
1781,Back pain,Back pain: Have you been vomiting?, Yes/No
1782,Back pain,Back pain: Do you feel sick to your stomach (as if you might throw up)?, Yes/No
1783,Back pain,Back pain: Do you need to urinate much more than usual?, Yes/No
1784,Back pain,Back pain: Have you been significantly more tired than usual (despite getting enough sleep?), Yes/No
1785,Back pain,Back pain: Do you smoke?, Yes/No
,,,
,,,
,,,
1789,Back pain,Back pain: Do you have rash anywhere on your body?, Lack of menstruation
1790,Back pain,Back pain: Do you have rash anywhere on your body?, Heavy or prolonged period
1791,Back pain,Back pain: Do you have rash anywhere on your body?, Vaginal bleeding
1792,Back pain,Back pain: Do you have rash anywhere on your body?, None of the above
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
1806,Bad breath,Bad breath: When did it start?,Bad breath
1807,Bad breath,Bad breath: Do you have a burning sensation in your chest or upper stomach?, Today
1808,Bad breath,Bad breath: Do you have a burning sensation in your chest or upper stomach?, In the last week
1809,Bad breath,Bad breath: Do you have a burning sensation in your chest or upper stomach?, In the last month
1810,Bad breath,Bad breath: Do you have a burning sensation in your chest or upper stomach?, 1-3 months ago
1811,Bad breath,Bad breath: Do you have a burning sensation in your chest or upper stomach?, Over 3 months ago
1812,Bad breath,Bad breath: Do you have a burning sensation in your chest or upper stomach?, Years ago
1813,Bad breath,Bad breath: Do any of these activities make your heartburn worse?, Yes/No
1814,Bad breath,Bad breath: How severe would you say it is?, Eating
1815,Bad breath,Bad breath: How severe would you say it is?, Lying down
1816,Bad breath,Bad breath: How severe would you say it is?, Physical activity
1817,Bad breath,Bad breath: How severe would you say it is?, None of the above
1818,Bad breath,Bad breath: Did either of these trigger your heartburn? , Mild
1819,Bad breath,Bad breath: Did either of these trigger your heartburn? , Severe
1820,Bad breath,Bad breath: Did either of these trigger your heartburn? , It wakes me at night
1821,Bad breath,Bad breath: Did either of these trigger your heartburn? , I'm not sure
1822,Bad breath,Bad breath: Do you have a hard-to-remove white layer or patches on the upper surface of your tongue?, Eating in general
1823,Bad breath,Bad breath: Do you have a hard-to-remove white layer or patches on the upper surface of your tongue?, Eating suspect food
1824,Bad breath,Bad breath: Do you have a hard-to-remove white layer or patches on the upper surface of your tongue?, Recent injury
1825,Bad breath,Bad breath: Do you have a hard-to-remove white layer or patches on the upper surface of your tongue?, None of the above
,,,
,,,
,,,
,,,
,,,
1831,Bad breath,Bad breath: Have you been diagnosed with high blood pressure by a doctor?, Cough
1832,Bad breath,Bad breath: Have you been diagnosed with high blood pressure by a doctor?, Mouth sores
1833,Bad breath,Bad breath: Have you been diagnosed with high blood pressure by a doctor?, Sore throat
1834,Bad breath,Bad breath: Have you been diagnosed with high blood pressure by a doctor?, None of the above
1835,Bad breath,Bad breath: Have you been diagnosed with Diabetes (Type ) by a doctor?, Yes/No
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
1854,Bad or bitter taste,Bad or bitter taste: When did it start? ,Bad or bitter taste
1855,Bad or bitter taste,Bad or bitter taste: How bad is the taste?, Today
1856,Bad or bitter taste,Bad or bitter taste: How bad is the taste?, In the last week
1857,Bad or bitter taste,Bad or bitter taste: How bad is the taste?, In the last month
1858,Bad or bitter taste,Bad or bitter taste: How bad is the taste?, 1-3 months ago
1859,Bad or bitter taste,Bad or bitter taste: How bad is the taste?, Over 3 months ago
1860,Bad or bitter taste,Bad or bitter taste: How bad is the taste?, Years ago
1861,Bad or bitter taste,Bad or bitter taste: Do you have a burning sensation in your chest or upper stomach?, Mild
1862,Bad or bitter taste,Bad or bitter taste: Do you have a burning sensation in your chest or upper stomach?, Severe
1863,Bad or bitter taste,Bad or bitter taste: Do you have a burning sensation in your chest or upper stomach?, I'm not sure
1864,Bad or bitter taste,Bad or bitter taste: Do you have a hard-to-remove white layer or patches on the upper surface of your tongue?, Yes/No
1865,Bad or bitter taste,Bad or bitter taste: Is either half of your body drooping?, Yes/No
1866,Bad or bitter taste,Bad or bitter taste: Are either of your eyelids drooping over your eye(s)?, Yes/No
1867,Bad or bitter taste,"Bad or bitter taste: Does any part of your face feel numb, tingly or prickly?", Yes/No
1868,Bad or bitter taste,Bad or bitter taste: Does your mouth or tongue hurt?, Yes/No
1869,Bad or bitter taste,Bad or bitter taste: Do you have any ear pain?, Yes/No
1870,Bad or bitter taste,Bad or bitter taste: Do you have sores or lesionson the inside of your mouth or on your lips?, Yes/No
1871,Bad or bitter taste,Bad or bitter taste: Do you have pain or discomfort in your abdomen?, Yes/No
1872,Bad or bitter taste,"Bad or bitter taste: Have you lost your voice (is your voice hoarse, raspy or strained)?", Yes/No
1873,Bad or bitter taste,Bad or bitter taste: Do you have a cough?, Yes/No 
1874,Bad or bitter taste,Bad or bitter taste: Do you have a sore throat?, Yes/No 
,,,
,,,
,,,
,,,
,,,
1880,Bad or bitter taste,Bad or bitter taste: Have you been diagnosed with ischemic heart disease (IHD) or coronary artey disease (CAD) by a physician?, Facial pain
1881,Bad or bitter taste,Bad or bitter taste: Have you been diagnosed with ischemic heart disease (IHD) or coronary artey disease (CAD) by a physician?, Decreased hearing
1882,Bad or bitter taste,Bad or bitter taste: Have you been diagnosed with ischemic heart disease (IHD) or coronary artey disease (CAD) by a physician?, Mouth dryness
1883,Bad or bitter taste,Bad or bitter taste: Have you been diagnosed with ischemic heart disease (IHD) or coronary artey disease (CAD) by a physician?, None of the above
,,,
,,,
,,,
,,,
,,,
1890,Black stool,Black stool: When did it start?,Black stool
1891,Black stool,Black stool: Do you have pain or discomfort in your abdomen?, Today
1892,Black stool,Black stool: Do you have pain or discomfort in your abdomen?, In the last week
1893,Black stool,Black stool: Do you have pain or discomfort in your abdomen?, In the last month
1894,Black stool,Black stool: Do you have pain or discomfort in your abdomen?, 1-3 months ago
1895,Black stool,Black stool: Do you have pain or discomfort in your abdomen?, Over 3 months ago
1896,Black stool,Black stool: Do you have pain or discomfort in your abdomen?, Years ago
1897,Black stool,Black stool: Are your stools loose or watery?, Yes/No
1898,Black stool,Black stool: Do you have a burning sensation in your chest or upper stomach?, Yes/No
1899,Black stool,Black stool: Have you been vomiting?, Yes/No
1900,Black stool,Black stool: Do you feel sick to your stomach (as if you might throw up)?, Yes/No
1901,Black stool,Black stool: Is there blood in your stool?, Yes/No
1902,Black stool,Black stool: Do you have fever?, Yes/No
1903,Black stool,Black stool: Have you been significantly more tired than usual (despite getting enough sleep)?, Yes/No
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
1926,Blood in stool,Blood in stool: When did it start?,Blood in stool
1927,Blood in stool,Blood in stool: Did it start after going to the bathroom?, Today
1928,Blood in stool,Blood in stool: Did it start after going to the bathroom?, In the last week
1929,Blood in stool,Blood in stool: Did it start after going to the bathroom?, In the last month
1930,Blood in stool,Blood in stool: Did it start after going to the bathroom?, 1-3 months ago
1931,Blood in stool,Blood in stool: Did it start after going to the bathroom?, Over 3 months ago
1932,Blood in stool,Blood in stool: how heavy is your rectal bleeding?, Yes/No
1933,Blood in stool,"Blood in stool: Do you have any pain when sitting down, passing stool, or wiping?", Light bleeding
1934,Blood in stool,"Blood in stool: Do you have any pain when sitting down, passing stool, or wiping?", Heavy bleeding
1935,Blood in stool,"Blood in stool: Do you have any pain when sitting down, passing stool, or wiping?", I'm not sure
1936,Blood in stool,Blood in stool: Did any of these trigger your anal pain?, Yes/No 
1937,Blood in stool,Blood in stool: How severe would you say it is?, Going to the bathroom
1938,Blood in stool,Blood in stool: How severe would you say it is?, Intercourse
1939,Blood in stool,Blood in stool: How severe would you say it is?, REcent surgery
1940,Blood in stool,Blood in stool: How severe would you say it is?, recent injury
1941,Blood in stool,Blood in stool: How severe would you say it is?, None of the above
1942,Blood in stool,Blood in stool: Do you have swelling around anus?, Mild
1943,Blood in stool,Blood in stool: Do you have swelling around anus?, Severe
1944,Blood in stool,Blood in stool: Do you have swelling around anus?, It wakes me at night
1945,Blood in stool,Blood in stool: Do you have swelling around anus?, I'm not sure
1946,Blood in stool,Blood in stool: Is it painful?, Yes/No
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
1956,Blood in urine,Blood in urine: When did you notice blood in your urine?,Blood in urine
1957,Blood in urine,Blood in urine: Do you have pain on the side of your body (the area between your rib cage and hip bone)?, Today
1958,Blood in urine,Blood in urine: Do you have pain on the side of your body (the area between your rib cage and hip bone)?, In the last week
1959,Blood in urine,Blood in urine: Do you have pain on the side of your body (the area between your rib cage and hip bone)?, In the last month
1960,Blood in urine,Blood in urine: Do you have pain on the side of your body (the area between your rib cage and hip bone)?, 1-3 months ago
1961,Blood in urine,Blood in urine: Do you have pain on the side of your body (the area between your rib cage and hip bone)?, Over 3 months ago
1962,Blood in urine,Blood in urine: Do you have a burning sensation or pain during or after peeing?, Yes/No
1963,Blood in urine,Blood in urine: How severe would you say it is?, Yes/No
1964,Blood in urine,Blood in urine: Do you need to urinate much more often than usual?, Mild
1965,Blood in urine,Blood in urine: Do you need to urinate much more often than usual?, Severe
1966,Blood in urine,Blood in urine: Do you need to urinate much more often than usual?, I'm not sure
,,,
,,,
,,,
,,,
,,,
,,,
1973,Blood in urine,Blood in urine: Have you been significantly more tired than usual (despite getting enough sleep)?, Abdominal pain
1974,Blood in urine,Blood in urine: Have you been significantly more tired than usual (despite getting enough sleep)?, Chills
1975,Blood in urine,Blood in urine: Have you been significantly more tired than usual (despite getting enough sleep)?, Fever
1976,Blood in urine,Blood in urine: Have you been significantly more tired than usual (despite getting enough sleep)?, None of the above
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
1990,Blood in urine,Blood in urine:, Recent childbirth
1991,Blood in urine,Blood in urine:, Abnormal sweating
1992,Blood in urine,Blood in urine:, Flatulence
1993,Blood in urine,Blood in urine:, None of the above
1995,Blurry vision,Blurry vision: When did it start?,Blurry vision
1996,Blurry vision,Blurry vision: Do any of these describe it?, Today
1997,Blurry vision,Blurry vision: Do any of these describe it?, In last week
1998,Blurry vision,Blurry vision: Do any of these describe it?, In last month
1999,Blurry vision,Blurry vision: Do any of these describe it?, 1-3 months ago
2000,Blurry vision,Blurry vision: Do any of these describe it?, Over 3 months ago                                       
2001,Blurry vision,Blurry vision:  Is your vision blurry in one or both eyes?, Loss of close vision
2002,Blurry vision,Blurry vision:  Is your vision blurry in one or both eyes?, Loss of distance vision
2003,Blurry vision,Blurry vision:  Is your vision blurry in one or both eyes?, None of the above                                                                                                                                     
2004,Blurry vision,Blurry vision: How blurry is your vision?, One eye
2005,Blurry vision,Blurry vision: How blurry is your vision?, Both eyes
2006,Blurry vision,Blurry vision: How blurry is your vision?, I'm not sure
2007,Blurry vision,Blurry vision: Did it start gradually or suddenly?, Mildly blurry
2008,Blurry vision,Blurry vision: Did it start gradually or suddenly?, Severely blurry
2009,Blurry vision,Blurry vision: Did it start gradually or suddenly?, I'm not sure           
2010,Blurry vision,Blurry vision: Was the blurry vision triggered by an injury? , Suddenly
2011,Blurry vision,Blurry vision: Was the blurry vision triggered by an injury? , Gradually
2012,Blurry vision,Blurry vision: Was the blurry vision triggered by an injury? , I'm not sure      
2013,Blurry vision,Blurry vision: Does it get worse when you change positions?, Yes/No
2014,Blurry vision,Blurry vision: Do you have a headache?, Yes/No
2015,Blurry vision,Blurry vision: Do you have any unusual eye discharge? , Yes/No
2016,Blurry vision,Blurry vision: Are either of your eyes red?, Yes/No
2017,Blurry vision,Blurry vision: Are your eyes itchy?, Yes/No
2018,Blurry vision,Blurry vision: Are your eyes more watery or teary than usual?, Yes/No 
2019,Blurry vision,Blurry vision: Do you have decreased or worsened vision?, Yes/No
2020,Blurry vision,Blurry vision: Do you have any eye pain?, Yes/No  
2021,Blurry vision,"Blurry vision: Do you feel like there's something in your eye (like sand, dirt, eyelash etc)?", Yes/No
2022,Blurry vision,Blurry vision: Is either half of your face drooping?, Yes/No
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2032,Breast pain,Breast pain: When did it start?,Breast pain
2033,Breast pain,Breast pain: Which side is bothering you?, Today
2034,Breast pain,Breast pain: Which side is bothering you?, In last week
2035,Breast pain,Breast pain: Which side is bothering you?, In last month
2036,Breast pain,Breast pain: Which side is bothering you?, 1-3 months ago
2037,Breast pain,Breast pain: Which side is bothering you?, Over 3 months ago                 
2038,Breast pain,Breast pain: Is the pain worsened by touching?, One side
2039,Breast pain,Breast pain: Is the pain worsened by touching?, Both sides
2040,Breast pain,Breast pain: Is the pain worsened by touching?, I'm not sure
2041,Breast pain,Breast pain: Did either of these trigger your breast pain?, Yes/No
2042,Breast pain,Breast pain: How severe is your pain?, Pregnancy
2043,Breast pain,Breast pain: How severe is your pain?, Recent injury
2044,Breast pain,Breast pain: How severe is your pain?, None of the above
2045,Breast pain,Breast pain: Is your breast red?, Mild
2046,Breast pain,Breast pain: Is your breast red?, Severe
2047,Breast pain,Breast pain: Is your breast red?, It wakes me at night
2048,Breast pain,Breast pain: Is your breast red?, I'm not sure
2049,Breast pain,Breast pain: Have you recently engaged in unprotected sexual intercourse?, Yes/No
2050,Breast pain,Breast pain: Are you breastfeeding?, Yes/No
2051,Breast pain,Breast pain: Have you recently given birth?, Yes/No
2052,Breast pain,Breast pain: Do you have a fever?, Yes/No
2053,Breast pain,"Breast pain: Are you irritable, grumpy or on edge than usual?", Yes/No
2054,Breast pain,Breast pain: Is your period late?, Yes/No
2055,Breast pain,Breast pain: Have you been vomiting?, Yes/No
2056,Breast pain,Breast pain: Do you feel sick to your stomach (as if you might throw up)?, Yes/No
2057,Breast pain,Breast pain: Have you been significantly more tired than usual (despite getting enough sleep)?, Yes/No
2058,Breast pain,Breast pain: Do you have pain or discomfort in your abdomen?, Yes/No
2059,Breast pain,Breast pain: Have you been feeling down or depressed in a way that impacts your life?, Yes/No
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2073,Breast redness,Breast redness: When did it start?,Breast redness
2074,Breast redness,Breast redness: Which breast is red?, Today
2075,Breast redness,Breast redness: Which breast is red?, In the last week
2076,Breast redness,Breast redness: Which breast is red?, In the last month
2077,Breast redness,Breast redness: Which breast is red?, 1-3 month ago
2078,Breast redness,Breast redness: Which breast is red?, Over 3 months
2079,Breast redness,Breast redness: Which breast is red?, Years ago
2080,Breast redness,Breast redness: How severe would you say it is?, One breast
2081,Breast redness,Breast redness: How severe would you say it is?, Both breasts
2082,Breast redness,Breast redness: How severe would you say it is?, I'm not sure
2083,Breast redness,Breast redness: Did you recently give birth?, Mild
2084,Breast redness,Breast redness: Did you recently give birth?, Severe
2085,Breast redness,Breast redness: Did you recently give birth?, I'm not sure
2086,Breast redness,Breast redness: Do you have pain in your breast(s)?, Yes/No
2087,Breast redness,Breast redness: Are you breastfeeding?, Yes/No
2088,Breast redness,Breast redness: Have you recently given birth?, Yes/No
2089,Breast redness,Breast redness: Do you have a fever?, Yes/No
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2120,Bulging eye,Bulging eye: When did it start?,Bulging eye
2121,Bulging eye,Bulging eye: Is one eye bulging or are both?, Today
2122,Bulging eye,Bulging eye: Is one eye bulging or are both?, In the last week
2123,Bulging eye,Bulging eye: Is one eye bulging or are both?, In the last month
2124,Bulging eye,Bulging eye: Is one eye bulging or are both?, 1-3 month ago
2125,Bulging eye,Bulging eye: Is one eye bulging or are both?, Over 3 months
2126,Bulging eye,Bulging eye: Is one eye bulging or are both?, Years ago
2127,Bulging eye,Bulging eye: Do you have an enlarged thyroid or have you ever been diagnosed with a goiter?, One eye
2128,Bulging eye,Bulging eye: Do you have an enlarged thyroid or have you ever been diagnosed with a goiter?, Both eyes
2129,Bulging eye,Bulging eye: Do you have an enlarged thyroid or have you ever been diagnosed with a goiter?, I'm not sure
2130,Bulging eye,"Bulging eye: Does your heart race, flutter or skip beats while you're at rest (unrelated to physical activity or excitement)?", Yes/No
2131,Bulging eye,"Bulging eye: Is your arm (or any other part) quivering, trembeling or slightly shaking?", Yes/No
2132,Bulging eye,Bulging eye: Have you unexpectedly lost weight (without cutting down on food or excercising more than usual)?, Yes/No
2133,Bulging eye,Bulging eye: Have you been significantly more tired than usual (despite getting enough sleep)?, Yes/No
2134,Bulging eye,"Bulging eye: Touching your neck, armpit and groin, can you feel any soft, round, pea-sized (or larger) nodes or lumps?", Yes/No
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2152,Bulging eye,"Bulging eye: Are you feeling unusually weak, sickly or unwell?", Anxiety
2153,Bulging eye,"Bulging eye: Are you feeling unusually weak, sickly or unwell?", Feeling down
2154,Bulging eye,"Bulging eye: Are you feeling unusually weak, sickly or unwell?", Irregular periods
2155,Bulging eye,"Bulging eye: Are you feeling unusually weak, sickly or unwell?", None of the above
2157,Burning or painful urination,Burning or painful urination: When did it start?,Burning or painful urination
2158,Burning or painful urination,Burning or painful urination: How severe would you say it is?, Today
2159,Burning or painful urination,Burning or painful urination: How severe would you say it is?, In the last week
2160,Burning or painful urination,Burning or painful urination: How severe would you say it is?, In the last month
2161,Burning or painful urination,Burning or painful urination: How severe would you say it is?, 1-3 month ago
2162,Burning or painful urination,Burning or painful urination: How severe would you say it is?, Over 3 months
2163,Burning or painful urination,Burning or painful urination: How severe would you say it is?, Years ago
2164,Burning or painful urination,Burning or painful urination: Did it start after intercourse?, Mild
2165,Burning or painful urination,Burning or painful urination: Did it start after intercourse?, Severe
2166,Burning or painful urination,Burning or painful urination: Did it start after intercourse?, I'm not sure
2167,Burning or painful urination,Burning or painful urination: Do you have pain on the side of your body (the area between your rib cage and hip bone)?, Yes/No
2168,Burning or painful urination,Burning or painful urination: Do you need to urinate much more often than usual?, Yes/No
2169,Burning or painful urination,"Burning or painful urination: When needing to pee, do you need to do it suddenly or urgently?", Yes/No
2170,Burning or painful urination,"Burning or painful urination: Does your urine have a strong, sharp or unpleasant smell?", Yes/No
2171,Burning or painful urination,Burning or painful urination: Have you recently engaged in unprotected sexual intercourse?, Yes/No
2172,Burning or painful urination,Burning or painful urination: Is your skin itchy (can be a certain area or all over)?, Yes/No
2173,Burning or painful urination,Burning or painful urination: Do you have pain or discomfort in your abdomen?, Yes/No
2174,Burning or painful urination,Burning or painful urination: Do you have any unusual vaginal discharge?, Yes/No
2175,Burning or painful urination,Burning or painful urination: Do you have any vaginal pain?, Yes/No
2176,Burning or painful urination,Burning or painful urination: Did either of these trigger your vaginal pain?, Yes/No
2177,Burning or painful urination,Burning or painful urination: How severe would you say it is?, Intercourse
2178,Burning or painful urination,Burning or painful urination: How severe would you say it is?, Urination
2179,Burning or painful urination,Burning or painful urination: How severe would you say it is?, None of the above
2180,Burning or painful urination,"Burning or painful urination: Do you have any sores, bumps or lesions in or around your vagina?", Mild
2181,Burning or painful urination,"Burning or painful urination: Do you have any sores, bumps or lesions in or around your vagina?", Severe
2182,Burning or painful urination,"Burning or painful urination: Do you have any sores, bumps or lesions in or around your vagina?", It wakes me at night
2183,Burning or painful urination,"Burning or painful urination: Do you have any sores, bumps or lesions in or around your vagina?", I'm not sure
2184,Burning or painful urination,Burning or painful urination: Does your vagina feel itchy or irritated?, Yes/No
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2195,Burping,Burping: When did it start?,Burping
2196,Burping,Burping: Would you describe it as smelly?, Today
2197,Burping,Burping: Would you describe it as smelly?, In the last week
2198,Burping,Burping: Would you describe it as smelly?, In the last month
2199,Burping,Burping: Would you describe it as smelly?, 1-3 months ago
2200,Burping,Burping: Would you describe it as smelly?, Over 3 months ago
2201,Burping,Burping: Would you describe it as smelly?, Years ago
2202,Burping,Burping: How severe would you say it is?, Yes/No
2203,Burping,Burping: Are your stools loose or watery?, Mild
2204,Burping,Burping: Are your stools loose or watery?, Severe
2205,Burping,Burping: Are your stools loose or watery?, It wakes me at night
2206,Burping,Burping: Are your stools loose or watery?, I'm not sure
2207,Burping,Burping: Are you more gassy than usual?, Yes/No
2208,Burping,Burping: Is it better if you avoid milk?, Yes/No
2209,Burping,Burping: How gassy are you?, Yes/No
2210,Burping,Burping: Do either of these trigger your symptoms?, Somewhat gassy
2211,Burping,Burping: Do either of these trigger your symptoms?, Very gassy
2212,Burping,Burping: Do either of these trigger your symptoms?, I'm not sure
2213,Burping,Burping:  Do you have pain or discomfort in your abdomen?, Eating anything
2214,Burping,Burping:  Do you have pain or discomfort in your abdomen?, Eating suspect food
